Id;Obra;Bloco;Unidade;Nome;CPF_CNPJ;PercentualParticipacao;Principal;CreatedOn;ModifiedOn;Ativo;CodClienteSap
208;8366;1;127;CLIENTE 208;111.111.114-29;50.00;1;2014-11-24 16:11:43.407;2016-07-06 07:45:15.107;1;102042
209;8366;1;127;CLIENTE 209;111.111.114-30;50.00;0;2014-11-24 16:11:43.407;2016-07-06 07:45:15.107;1;102044
210;8366;1;128;CLIENTE 210;111.111.114-31;50.00;0;2014-11-24 16:11:43.420;2016-07-06 07:45:15.113;1;101230
211;8366;1;128;CLIENTE 211;111.111.114-32;50.00;1;2014-11-24 16:11:43.420;2016-07-06 07:45:15.113;1;101241
212;8366;2;2;CLIENTE 212;111.111.114-33;100.00;1;2014-11-24 16:11:43.430;2016-07-06 07:45:15.120;1;148426
213;8366;2;6;CLIENTE 213;111.111.114-34;100.00;1;2014-11-24 16:11:43.447;2016-07-06 07:45:15.130;1;121250
214;8366;2;7;CLIENTE 214;111.111.114-35;100.00;1;2014-11-24 16:11:43.460;2016-07-06 07:45:15.137;1;164533
215;8366;2;11;CLIENTE 215;111.111.114-36;100.00;1;2014-11-24 16:11:43.470;2016-07-06 07:45:15.140;1;148438
216;8366;2;12;CLIENTE 216;111.111.114-37;100.00;1;2014-11-24 16:11:43.483;2016-07-06 07:45:15.147;1;155916
217;8366;2;13;CLIENTE 217;111.111.114-38;100.00;1;2014-11-24 16:11:43.497;2016-07-06 07:45:15.153;1;157476
218;8366;2;14;CLIENTE 218;111.111.114-39;100.00;1;2014-11-24 16:11:43.507;2016-07-06 07:45:15.157;1;156016
219;8366;2;15;CLIENTE 219;111.111.114-40;100.00;1;2014-11-24 16:11:43.517;2016-07-06 07:45:15.163;1;156128
220;8366;2;16;CLIENTE 220;111.111.114-41;100.00;1;2014-11-24 16:11:43.530;2016-07-06 07:45:15.170;1;155456
221;8366;2;17;CLIENTE 221;111.111.114-42;100.00;1;2014-11-24 16:11:43.540;2016-07-06 07:45:15.173;1;141023
222;8366;2;18;CLIENTE 222;111.111.114-43;50.00;1;2014-11-24 16:11:43.553;2016-07-06 07:45:15.180;1;142798
223;8366;2;18;CLIENTE 223;111.111.114-44;50.00;0;2014-11-24 16:11:43.553;2016-07-06 07:45:15.180;1;142801
224;8366;2;21;CLIENTE 224;111.111.114-45;50.00;1;2014-11-24 16:11:43.567;2016-07-06 07:45:15.187;1;244579
225;8366;2;21;CLIENTE 225;111.111.114-46;50.00;0;2014-11-24 16:11:43.567;2016-07-06 07:45:15.187;1;244583
226;8366;2;22;CLIENTE 226;111.111.114-47;100.00;1;2014-11-24 16:11:43.580;2016-07-06 07:45:15.190;1;138186
227;8366;2;23;CLIENTE 227;111.111.114-48;100.00;1;2014-11-24 16:11:43.597;2016-07-06 07:45:15.197;1;244905
228;8366;2;24;CLIENTE 228;111.111.114-49;100.00;1;2014-11-24 16:11:43.613;2016-07-06 07:45:15.203;1;142493
229;8366;2;25;CLIENTE 229;111.111.114-50;100.00;1;2014-11-24 16:11:43.630;2016-07-06 07:45:15.207;1;142495
230;8366;2;26;CLIENTE 230;111.111.114-51;100.00;1;2014-11-24 16:11:43.640;2016-07-06 07:45:15.213;1;161714
231;8366;2;27;CLIENTE 231;111.111.114-52;50.00;1;2014-11-24 16:11:43.653;2016-07-06 07:45:15.220;1;133763
232;8366;2;27;CLIENTE 232;111.111.114-53;50.00;0;2014-11-24 16:11:43.657;2016-07-06 07:45:15.220;1;133764
233;8366;2;28;CLIENTE 233;111.111.114-54;50.00;1;2014-11-24 16:11:43.670;2016-07-06 07:45:15.230;1;120612
234;8366;2;28;CLIENTE 234;111.111.114-55;50.00;0;2014-11-24 16:11:43.670;2016-07-06 07:45:15.230;1;120618
235;8366;2;31;CLIENTE 235;111.111.114-56;100.00;1;2014-11-24 16:11:43.687;2016-07-06 07:45:15.237;1;111808
236;8366;2;32;CLIENTE 236;111.111.114-57;100.00;1;2014-11-24 16:11:43.700;2016-07-06 07:45:15.240;1;107516
237;8366;2;33;CLIENTE 237;111.111.114-58;50.00;0;2014-11-24 16:11:43.717;2016-07-06 07:45:15.247;1;115889
238;8366;2;33;CLIENTE 238;111.111.114-59;50.00;1;2014-11-24 16:11:43.717;2016-07-06 07:45:15.247;1;115890
239;8366;2;34;CLIENTE 239;111.111.114-60;100.00;1;2014-11-24 16:11:43.727;2016-07-06 07:45:15.250;1;143984
240;8366;2;35;CLIENTE 240;111.111.114-61;100.00;1;2014-11-24 16:11:43.740;2016-07-06 07:45:15.257;1;142043
241;8366;2;36;CLIENTE 241;111.111.114-62;100.00;1;2014-11-24 16:11:43.753;2016-07-06 07:45:15.263;1;108212
242;8366;2;37;CLIENTE 242;111.111.114-63;100.00;1;2014-11-24 16:11:43.763;2016-07-06 07:45:15.267;1;107323
243;8366;2;38;CLIENTE 243;111.111.114-64;100.00;1;2014-11-24 16:11:43.777;2016-07-06 07:45:15.273;1;163802
244;8366;2;41;CLIENTE 244;111.111.114-65;100.00;1;2014-11-24 16:11:43.790;2016-07-06 07:45:15.280;1;105135
245;8366;2;42;CLIENTE 245;111.111.114-66;100.00;1;2014-11-24 16:11:43.800;2016-07-06 07:45:15.283;1;106874
246;8366;2;43;CLIENTE 246;111.111.114-67;100.00;1;2014-11-24 16:11:43.813;2016-07-06 07:45:15.290;1;143988
247;8366;2;44;CLIENTE 247;111.111.114-68;50.00;0;2014-11-24 16:11:43.827;2016-07-06 07:45:15.297;1;138268
248;8366;2;44;CLIENTE 248;111.111.114-69;50.00;1;2014-11-24 16:11:43.827;2016-07-06 07:45:15.297;1;137618
249;8366;2;45;CLIENTE 249;111.111.114-70;100.00;1;2014-11-24 16:11:43.840;2016-07-06 07:45:15.300;1;244914
250;8366;2;46;CLIENTE 250;111.111.114-71;100.00;1;2014-11-24 16:11:43.850;2016-07-06 07:45:15.307;1;144132
251;8366;2;47;CLIENTE 251;111.111.114-72;100.00;1;2014-11-24 16:11:43.863;2016-07-06 07:45:15.313;1;144999
252;8366;2;48;CLIENTE 252;111.111.114-73;100.00;1;2014-11-24 16:11:43.873;2016-07-06 07:45:15.320;1;109921
253;8366;2;51;CLIENTE 253;111.111.114-74;100.00;1;2014-11-24 16:11:43.887;2016-07-06 07:45:15.323;1;139758
254;8366;2;52;CLIENTE 254;111.111.114-75;100.00;1;2014-11-24 16:11:43.900;2016-07-06 07:45:15.330;1;113313
255;8366;2;53;CLIENTE 255;111.111.114-76;100.00;1;2014-11-24 16:11:43.910;2016-07-06 07:45:15.337;1;148509
256;8366;2;54;CLIENTE 256;111.111.114-77;50.00;0;2014-11-24 16:11:43.927;2016-07-06 07:45:15.340;1;152995
257;8366;2;54;CLIENTE 257;111.111.114-78;50.00;1;2014-11-24 16:11:43.927;2016-07-06 07:45:15.340;1;153063
258;8366;2;55;CLIENTE 258;111.111.114-79;100.00;1;2014-11-24 16:11:43.940;2016-07-06 07:45:15.347;1;146888
259;8366;2;56;CLIENTE 259;111.111.114-80;100.00;1;2014-11-24 16:11:43.953;2016-07-06 07:45:15.353;1;128923
260;8366;2;57;CLIENTE 260;111.111.114-81;50.00;1;2014-11-24 16:11:43.967;2016-07-06 07:45:15.357;1;137494
261;8366;2;57;CLIENTE 261;111.111.114-82;50.00;0;2014-11-24 16:11:43.967;2016-07-06 07:45:15.357;1;137495
262;8366;2;58;CLIENTE 262;111.111.114-83;100.00;1;2014-11-24 16:11:43.980;2016-07-06 07:45:15.363;1;137079
263;8366;2;61;CLIENTE 263;111.111.114-84;100.00;1;2014-11-24 16:11:43.993;2016-07-06 07:45:15.370;1;143165
264;8366;2;62;CLIENTE 264;111.111.114-85;100.00;1;2014-11-24 16:11:44.007;2016-07-06 07:45:15.373;1;142499
265;8366;2;63;CLIENTE 265;111.111.114-86;100.00;1;2014-11-24 16:11:44.020;2016-07-06 07:45:15.380;1;144023
266;8366;2;64;CLIENTE 266;111.111.114-87;100.00;1;2014-11-24 16:11:44.030;2016-07-06 07:45:15.387;1;150338
267;8366;2;65;CLIENTE 267;111.111.114-88;100.00;1;2014-11-24 16:11:44.043;2016-07-06 07:45:15.390;1;149624
268;8366;2;66;CLIENTE 268;111.111.114-89;100.00;1;2014-11-24 16:11:44.057;2016-07-06 07:45:15.397;1;132076
269;8366;2;67;CLIENTE 269;111.111.114-90;100.00;1;2014-11-24 16:11:44.070;2016-07-06 07:45:15.400;1;129199
270;8366;2;68;CLIENTE 270;111.111.114-91;100.00;1;2014-11-24 16:11:44.080;2016-07-06 07:45:15.407;1;134406
271;8366;2;71;CLIENTE 271;111.111.114-92;100.00;1;2014-11-24 16:11:44.093;2016-07-06 07:45:15.413;1;163628
272;8366;2;72;CLIENTE 272;111.111.114-93;100.00;1;2014-11-24 16:11:44.103;2016-07-06 07:45:15.420;1;143796
273;8366;2;73;CLIENTE 273;111.111.114-94;50.00;0;2014-11-24 16:11:44.117;2016-07-06 07:45:15.423;1;243668
274;8366;2;73;CLIENTE 274;111.111.114-95;50.00;1;2014-11-24 16:11:44.120;2016-07-06 07:45:15.423;1;243701
275;8366;2;74;CLIENTE 275;111.111.114-96;100.00;1;2014-11-24 16:11:44.130;2016-07-06 07:45:15.430;1;148062
276;8366;2;75;CLIENTE 276;111.111.114-97;50.00;1;2014-11-24 16:11:44.140;2016-07-06 07:45:15.433;1;140398
277;8366;2;75;CLIENTE 277;111.111.114-98;50.00;0;2014-11-24 16:11:44.143;2016-07-06 07:45:15.437;1;140405
278;8366;2;76;CLIENTE 278;111.111.114-99;100.00;1;2014-11-24 16:11:44.153;2016-07-06 07:45:15.440;1;131910
279;8366;2;77;CLIENTE 279;111.111.115-01;100.00;1;2014-11-24 16:11:44.167;2016-07-06 07:45:15.447;1;129469
280;8366;2;78;CLIENTE 280;111.111.115-02;100.00;1;2014-11-24 16:11:44.177;2016-07-06 07:45:15.453;1;136248
281;8366;2;81;CLIENTE 281;111.111.115-03;100.00;1;2014-11-24 16:11:44.190;2016-07-06 07:45:15.457;1;144724
282;8366;2;82;CLIENTE 282;111.111.115-04;100.00;1;2014-11-24 16:11:44.203;2016-07-06 07:45:15.463;1;148080
283;8366;2;83;CLIENTE 283;111.111.115-05;100.00;1;2014-11-24 16:11:44.213;2016-07-06 07:45:15.470;1;137656
284;8366;2;84;CLIENTE 284;111.111.115-06;100.00;1;2014-11-24 16:11:44.230;2016-07-06 07:45:15.473;1;250859
285;8366;2;85;CLIENTE 285;111.111.115-07;100.00;1;2014-11-24 16:11:44.247;2016-07-06 07:45:15.480;1;138110
286;8366;2;86;CLIENTE 286;111.111.115-08;50.00;0;2014-11-24 16:11:44.260;2016-07-06 07:45:15.487;1;131007
287;8366;2;86;CLIENTE 287;111.111.115-09;50.00;1;2014-11-24 16:11:44.260;2016-07-06 07:45:15.487;1;131008
288;8366;2;87;CLIENTE 288;111.111.115-10;100.00;1;2014-11-24 16:11:44.277;2016-07-06 07:45:15.490;1;131707
289;8366;2;88;CLIENTE 289;111.111.115-11;100.00;1;2014-11-24 16:11:44.290;2016-07-06 07:45:15.497;1;144714
290;8366;2;91;CLIENTE 290;111.111.115-12;100.00;1;2014-11-24 16:11:44.300;2016-07-06 07:45:15.503;1;162277
291;8366;2;92;CLIENTE 291;111.111.115-13;100.00;1;2014-11-24 16:11:44.313;2016-07-06 07:45:15.510;1;161880
292;8366;2;93;CLIENTE 292;111.111.115-14;100.00;1;2014-11-24 16:11:44.327;2016-07-06 07:45:15.513;1;147312
293;8366;2;94;CLIENTE 293;111.111.115-15;50.00;1;2014-11-24 16:11:44.340;2016-07-06 07:45:15.520;1;144171
294;8366;2;94;CLIENTE 294;111.111.115-16;50.00;0;2014-11-24 16:11:44.340;2016-07-06 07:45:15.520;1;144173
295;8366;2;95;CLIENTE 295;111.111.115-17;100.00;1;2014-11-24 16:11:44.350;2016-07-06 07:45:15.527;1;162040
296;8366;2;96;CLIENTE 296;111.111.115-18;100.00;1;2014-11-24 16:11:44.363;2016-07-06 07:45:15.530;1;130364
297;8366;2;97;CLIENTE 297;111.111.115-19;100.00;1;2014-11-24 16:11:44.377;2021-05-24 01:00:24.623;1;130072
298;8366;2;98;CLIENTE 298;111.111.115-20;100.00;1;2014-11-24 16:11:44.390;2016-07-06 07:45:15.543;1;131511
299;8366;2;101;CLIENTE 299;111.111.115-21;100.00;1;2014-11-24 16:11:44.400;2016-07-06 07:45:15.550;1;142491
300;8366;2;102;CLIENTE 300;111.111.115-22;100.00;1;2014-11-24 16:11:44.413;2016-07-06 07:45:15.557;1;131619
301;8366;2;103;CLIENTE 301;111.111.115-23;100.00;1;2014-11-24 16:11:44.427;2016-07-06 07:45:15.560;1;138574
302;8366;2;104;CLIENTE 302;111.111.115-24;100.00;1;2014-11-24 16:11:44.447;2016-07-06 07:45:15.567;1;139223
303;8366;2;105;CLIENTE 303;111.111.115-25;100.00;1;2014-11-24 16:11:44.460;2016-07-06 07:45:15.570;1;198580
304;8366;2;106;CLIENTE 304;111.111.115-26;50.00;1;2014-11-24 16:11:44.477;2016-07-06 07:45:15.577;1;129321
305;8366;2;106;CLIENTE 305;111.111.115-27;50.00;0;2014-11-24 16:11:44.480;2016-07-06 07:45:15.577;1;129322
306;8366;2;107;CLIENTE 306;111.111.115-28;100.00;1;2014-11-24 16:11:44.493;2016-07-06 07:45:15.583;1;252867
307;8366;2;108;CLIENTE 307;111.111.115-29;50.00;0;2014-11-24 16:11:44.510;2016-07-06 07:45:15.590;1;131116
308;8366;2;108;CLIENTE 308;111.111.115-30;50.00;1;2014-11-24 16:11:44.510;2016-07-06 07:45:15.590;1;131120
309;8366;2;111;CLIENTE 309;111.111.115-31;100.00;1;2014-11-24 16:11:44.520;2016-07-06 07:45:15.593;1;144583
310;8366;2;112;CLIENTE 310;111.111.115-32;100.00;1;2014-11-24 16:11:44.530;2016-07-06 07:45:15.600;1;131351
311;8366;2;113;CLIENTE 311;111.111.115-33;100.00;1;2014-11-24 16:11:44.543;2016-07-06 07:45:15.607;1;111982
312;8366;2;114;CLIENTE 312;111.111.115-34;50.00;0;2014-11-24 16:11:44.557;2016-07-06 07:45:15.610;1;139274
313;8366;2;114;CLIENTE 313;111.111.115-35;50.00;1;2014-11-24 16:11:44.557;2016-07-06 07:45:15.610;1;139275
314;8366;2;115;CLIENTE 314;111.111.115-36;100.00;1;2014-11-24 16:11:44.570;2016-07-06 07:45:15.617;1;161050
315;8366;2;116;CLIENTE 315;111.111.115-37;50.00;1;2014-11-24 16:11:44.583;2016-07-06 07:45:15.620;1;144012
316;8366;2;116;CLIENTE 316;111.111.115-38;50.00;0;2014-11-24 16:11:44.583;2016-07-06 07:45:15.620;1;144036
317;8366;2;117;CLIENTE 317;111.111.115-39;100.00;1;2014-11-24 16:11:44.597;2016-07-06 07:45:15.627;1;104504
318;8366;2;118;CLIENTE 318;111.111.115-40;100.00;1;2014-11-24 16:11:44.610;2016-07-06 07:45:15.633;1;120617
319;8366;2;121;CLIENTE 319;111.111.115-41;100.00;1;2014-11-24 16:11:44.620;2016-07-06 07:45:15.640;1;197788
320;8366;2;122;CLIENTE 320;111.111.115-42;100.00;1;2014-11-24 16:11:44.633;2016-07-06 07:45:15.643;1;131092
321;8366;2;123;CLIENTE 321;111.111.115-43;100.00;1;2014-11-24 16:11:44.647;2016-07-06 07:45:15.650;1;129802
322;8366;2;124;CLIENTE 322;111.111.115-44;100.00;1;2014-11-24 16:11:44.657;2016-07-06 07:45:15.657;1;158331
323;8366;2;125;CLIENTE 323;111.111.115-45;100.00;1;2014-11-24 16:11:44.670;2016-07-06 07:45:15.660;1;137407
324;8366;2;126;CLIENTE 324;111.111.115-46;100.00;1;2014-11-24 16:11:44.680;2016-07-06 07:45:15.667;1;243623
325;8366;2;127;CLIENTE 325;111.111.115-47;100.00;1;2014-11-24 16:11:44.693;2016-07-06 07:45:15.673;1;102921
326;8366;2;128;CLIENTE 326;111.111.115-48;50.00;1;2014-11-24 16:11:44.707;2016-07-06 07:45:15.680;1;117246
327;8366;2;128;CLIENTE 327;111.111.115-49;50.00;0;2014-11-24 16:11:44.707;2016-07-06 07:45:15.680;1;117249
328;6;3;32;CLIENTE 328;111.111.115-50;50.00;1;2014-11-24 17:40:00.213;2014-11-24 17:40:00.213;1;152763
329;6;3;32;CLIENTE 329;111.111.115-51;50.00;0;2014-11-24 17:40:00.213;2014-11-24 17:40:00.213;1;152767
330;6;3;241;CLIENTE 330;111.111.115-52;50.00;1;2014-11-24 17:40:00.223;2014-11-24 17:40:00.223;1;137397
331;6;3;241;CLIENTE 331;111.111.115-53;50.00;0;2014-11-24 17:40:00.223;2014-11-24 17:40:00.223;1;137400
332;2421;1;41;CLIENTE 332;111.111.115-54;50.00;1;2014-11-24 17:40:00.230;2014-11-24 17:40:00.230;1;5787
333;2421;1;41;CLIENTE 333;111.111.115-55;50.00;0;2014-11-24 17:40:00.230;2014-11-24 17:40:00.230;1;112242
334;1453;99;1;CLIENTE 334;111.111.115-56;100.00;1;2014-11-24 17:40:00.237;2016-07-29 02:45:00.460;1;103056
335;7039;1;1010;CLIENTE 335;111.111.115-57;100.00;1;2014-11-24 17:40:01.023;2014-11-24 17:40:01.023;1;204315
336;7039;1;1202;CLIENTE 336;111.111.115-58;100.00;1;2014-11-24 17:40:01.110;2014-11-24 17:40:01.110;1;7403
337;7039;1;1212;CLIENTE 337;111.111.115-59;100.00;1;2014-11-24 17:40:01.163;2019-10-15 01:00:21.410;1;24570
338;7039;1;1307;CLIENTE 338;111.111.115-60;100.00;1;2014-11-24 17:40:01.493;2014-11-24 17:40:01.493;1;24196
339;7039;1;1412;CLIENTE 339;111.111.115-61;100.00;1;2014-11-24 17:40:01.573;2014-11-24 17:40:01.573;1;31570
340;8494;1;1;CLIENTE 340;111.111.115-62;100.00;1;2014-11-24 17:40:03.683;2016-07-06 07:45:08.050;1;40222
341;8494;1;3;CLIENTE 341;111.111.115-63;100.00;1;2014-11-24 17:40:03.690;2016-07-06 07:45:08.057;1;24708
342;8494;1;4;CLIENTE 342;111.111.115-64;50.00;1;2014-11-24 17:40:03.700;2016-07-06 07:45:08.063;1;94518
343;8494;1;4;CLIENTE 343;111.111.115-65;50.00;0;2014-11-24 17:40:03.700;2016-07-06 07:45:08.063;1;94519
344;8494;1;6;CLIENTE 344;111.111.115-66;100.00;1;2014-11-24 17:40:03.707;2016-07-06 07:45:08.073;1;13230
345;8494;1;11;CLIENTE 345;111.111.115-67;50.00;1;2014-11-24 17:40:03.717;2016-07-06 07:45:08.080;1;65368
346;8494;1;11;CLIENTE 346;111.111.115-68;50.00;0;2014-11-24 17:40:03.717;2016-07-06 07:45:08.080;1;65847
347;8494;1;12;CLIENTE 347;111.111.115-69;100.00;1;2014-11-24 17:40:03.723;2016-07-06 07:45:08.087;1;70600
348;8494;1;13;CLIENTE 348;111.111.115-70;50.00;0;2014-11-24 17:40:03.733;2016-07-06 07:45:08.093;1;95080
349;8494;1;13;CLIENTE 349;111.111.115-71;50.00;1;2014-11-24 17:40:03.733;2016-07-06 07:45:08.093;1;95085
350;8494;1;14;CLIENTE 350;111.111.115-72;100.00;1;2014-11-24 17:40:03.743;2016-07-06 07:45:08.103;1;98822
351;8494;1;15;CLIENTE 351;111.111.115-73;100.00;1;2014-11-24 17:40:03.753;2016-07-06 07:45:08.110;1;83145
352;8494;1;16;CLIENTE 352;111.111.115-74;100.00;1;2014-11-24 17:40:03.763;2016-07-06 07:45:08.117;1;114070
353;8494;1;21;CLIENTE 353;111.111.115-75;100.00;1;2014-11-24 17:40:03.773;2016-07-06 07:45:08.123;1;94398
354;8494;1;22;CLIENTE 354;111.111.115-76;100.00;1;2014-11-24 17:40:03.783;2016-07-06 07:45:08.133;1;109493
355;8494;1;23;CLIENTE 355;111.111.115-77;100.00;1;2014-11-24 17:40:03.790;2016-07-06 07:45:08.140;1;12419
356;8494;1;24;CLIENTE 356;111.111.115-78;100.00;1;2014-11-24 17:40:03.800;2016-07-06 07:45:08.150;1;74637
357;8494;1;25;CLIENTE 357;111.111.115-79;100.00;1;2014-11-24 17:40:03.807;2016-07-06 07:45:08.157;1;26415
358;8494;1;26;CLIENTE 358;111.111.115-80;100.00;1;2014-11-24 17:40:03.817;2016-07-06 07:45:08.163;1;11713
359;8494;1;31;CLIENTE 359;111.111.115-81;50.00;0;2014-11-24 17:40:03.827;2016-07-06 07:45:08.173;1;93363
360;8494;1;31;CLIENTE 360;111.111.115-82;50.00;1;2014-11-24 17:40:03.827;2016-07-06 07:45:08.173;1;93364
361;8494;1;32;CLIENTE 361;111.111.115-83;100.00;1;2014-11-24 17:40:03.837;2016-07-06 07:45:08.180;1;109393
362;8494;1;33;CLIENTE 362;111.111.115-84;100.00;1;2014-11-24 17:40:03.843;2016-07-06 07:45:08.190;1;24473
363;8494;1;34;CLIENTE 363;111.111.115-85;50.00;1;2014-11-24 17:40:03.853;2016-07-06 07:45:08.197;1;97741
364;8494;1;34;CLIENTE 364;111.111.115-86;50.00;0;2014-11-24 17:40:03.853;2016-07-06 07:45:08.197;1;97746
365;8494;1;35;CLIENTE 365;111.111.115-87;100.00;1;2014-11-24 17:40:03.860;2016-07-06 07:45:08.207;1;90927
366;8494;1;36;CLIENTE 366;111.111.115-88;100.00;1;2014-11-24 17:40:03.870;2016-07-06 07:45:08.213;1;116064
367;8494;1;41;CLIENTE 367;111.111.115-89;50.00;1;2014-11-24 17:40:03.877;2016-07-06 07:45:08.223;1;81234
368;8494;1;41;CLIENTE 368;111.111.115-90;50.00;0;2014-11-24 17:40:03.877;2016-07-06 07:45:08.223;1;81237
369;8494;1;42;CLIENTE 369;111.111.115-91;100.00;1;2014-11-24 17:40:03.883;2016-07-06 07:45:08.230;1;29948
370;8494;1;43;CLIENTE 370;111.111.115-92;50.00;1;2014-11-24 17:40:03.893;2016-07-06 07:45:08.243;1;48182
371;8494;1;43;CLIENTE 371;111.111.115-93;50.00;0;2014-11-24 17:40:03.893;2016-07-06 07:45:08.243;1;48185
372;8494;1;44;CLIENTE 372;111.111.115-94;100.00;1;2014-11-24 17:40:03.900;2016-07-06 07:45:08.253;1;112057
373;8494;1;45;CLIENTE 373;111.111.115-95;100.00;1;2014-11-24 17:40:03.910;2016-07-06 07:45:08.260;1;113638
374;8494;1;46;CLIENTE 374;111.111.115-96;30.00;0;2014-11-24 17:40:03.917;2016-07-06 07:45:08.270;1;115998
375;8494;1;46;CLIENTE 375;111.111.115-97;40.00;0;2014-11-24 17:40:03.917;2016-07-06 07:45:08.270;1;96430
376;8494;1;46;CLIENTE 376;111.111.115-98;30.00;1;2014-11-24 17:40:03.920;2016-07-06 07:45:08.270;1;116095
377;8494;1;51;CLIENTE 377;111.111.115-99;100.00;1;2014-11-24 17:40:03.927;2016-07-06 07:45:08.277;1;31241
378;8494;1;52;CLIENTE 378;111.111.116-01;100.00;1;2014-11-24 17:40:03.933;2016-07-06 07:45:08.287;1;112208
379;8494;1;53;CLIENTE 379;111.111.116-02;50.00;0;2014-11-24 17:40:03.940;2016-07-06 07:45:08.293;1;95662
380;8494;1;53;CLIENTE 380;111.111.116-03;50.00;1;2014-11-24 17:40:03.943;2016-07-06 07:45:08.293;1;95663
381;8494;1;54;CLIENTE 381;111.111.116-04;100.00;1;2014-11-24 17:40:03.950;2016-07-06 07:45:08.300;1;95741
382;8494;1;55;CLIENTE 382;111.111.116-05;100.00;1;2014-11-24 17:40:03.957;2016-07-06 07:45:08.310;1;79838
383;8494;1;56;CLIENTE 383;111.111.116-06;50.00;0;2014-11-24 17:40:03.963;2016-07-06 07:45:08.317;1;97041
384;8494;1;56;CLIENTE 384;111.111.116-07;50.00;1;2014-11-24 17:40:03.963;2016-07-06 07:45:08.317;1;97042
385;8494;1;61;CLIENTE 385;111.111.116-08;50.00;1;2014-11-24 17:40:03.970;2016-07-06 07:45:08.327;1;94580
386;8494;1;61;CLIENTE 386;111.111.116-09;50.00;0;2014-11-24 17:40:03.970;2016-07-06 07:45:08.327;1;94593
387;8494;1;62;CLIENTE 387;111.111.116-10;100.00;1;2014-11-24 17:40:03.980;2016-07-06 07:45:08.333;1;12466
388;8494;1;63;CLIENTE 388;111.111.116-11;100.00;1;2014-11-24 17:40:03.987;2016-07-06 07:45:08.343;1;12466
389;8494;1;64;CLIENTE 389;111.111.116-12;50.00;0;2014-11-24 17:40:03.993;2016-07-06 07:45:08.350;1;96039
390;8494;1;64;CLIENTE 390;111.111.116-13;50.00;1;2014-11-24 17:40:03.993;2016-07-06 07:45:08.350;1;96040
391;8494;1;65;CLIENTE 391;111.111.116-14;100.00;1;2014-11-24 17:40:04.000;2016-07-06 07:45:08.360;1;45104
392;8494;1;66;CLIENTE 392;111.111.116-15;50.00;0;2014-11-24 17:40:04.007;2016-07-06 07:45:08.367;1;97808
393;8494;1;66;CLIENTE 393;111.111.116-16;50.00;1;2014-11-24 17:40:04.007;2016-07-06 07:45:08.367;1;97809
394;8494;1;71;CLIENTE 394;111.111.116-17;100.00;1;2014-11-24 17:40:04.013;2016-07-06 07:45:08.377;1;54309
395;8494;1;72;CLIENTE 395;111.111.116-18;100.00;1;2014-11-24 17:40:04.020;2016-07-06 07:45:08.383;1;21690
396;8494;1;73;CLIENTE 396;111.111.116-19;100.00;1;2014-11-24 17:40:04.027;2016-07-06 07:45:08.390;1;26237
397;8494;1;74;CLIENTE 397;111.111.116-20;50.00;1;2014-11-24 17:40:04.033;2016-07-06 07:45:08.400;1;111965
398;8494;1;74;CLIENTE 398;111.111.116-21;50.00;0;2014-11-24 17:40:04.033;2016-07-06 07:45:08.400;1;111988
399;8494;1;75;CLIENTE 399;111.111.116-22;50.00;1;2014-11-24 17:40:04.040;2016-07-06 07:45:08.407;1;48608
400;8494;1;75;CLIENTE 400;111.111.116-23;50.00;0;2014-11-24 17:40:04.043;2016-07-06 07:45:08.407;1;48709
401;8494;1;76;CLIENTE 401;111.111.116-24;50.00;1;2014-11-24 17:40:04.050;2016-07-06 07:45:08.417;1;112334
402;8494;1;76;CLIENTE 402;111.111.116-25;50.00;0;2014-11-24 17:40:04.050;2016-07-06 07:45:08.417;1;112335
403;8494;2;1;CLIENTE 403;111.111.116-26;50.00;0;2014-11-24 17:40:04.063;2016-07-06 07:45:08.423;1;81614
404;8494;2;1;CLIENTE 404;111.111.116-27;50.00;1;2014-11-24 17:40:04.063;2016-07-06 07:45:08.423;1;81622
405;8494;2;3;CLIENTE 405;111.111.116-28;50.00;1;2014-11-24 17:40:04.070;2016-07-06 07:45:08.433;1;103233
406;8494;2;3;CLIENTE 406;111.111.116-29;50.00;0;2014-11-24 17:40:04.070;2016-07-06 07:45:08.433;1;103234
407;8494;2;4;CLIENTE 407;111.111.116-30;50.00;1;2014-11-24 17:40:04.080;2016-07-06 07:45:08.440;1;93457
408;8494;2;4;CLIENTE 408;111.111.116-31;50.00;0;2014-11-24 17:40:04.080;2016-07-06 07:45:08.440;1;93459
409;8494;2;6;CLIENTE 409;111.111.116-32;50.00;1;2014-11-24 17:40:04.090;2016-07-06 07:45:08.447;1;94898
410;8494;2;6;CLIENTE 410;111.111.116-33;50.00;0;2014-11-24 17:40:04.090;2016-07-06 07:45:08.447;1;94899
411;8494;2;11;CLIENTE 411;111.111.116-34;100.00;1;2014-11-24 17:40:04.100;2016-07-06 07:45:08.453;1;96157
412;8494;2;12;CLIENTE 412;111.111.116-35;100.00;1;2014-11-24 17:40:04.110;2016-07-06 07:45:08.463;1;45230
413;8494;2;13;CLIENTE 413;111.111.116-36;50.00;0;2014-11-24 17:40:04.117;2016-07-06 07:45:08.470;1;113624
414;8494;2;13;CLIENTE 414;111.111.116-37;50.00;1;2014-11-24 17:40:04.117;2016-07-06 07:45:08.470;1;113631
